יצרן,תאריך כניסה לזאפ,התאמה לגיימינג,מערכת הפעלה,משקל,סדרה,סוג מעבד,נפח זיכרון RAM,מהירות מעבד,דגם מעבד,דור מעבד,סוג הזכרון,כונן קשיח,מהירות כונן קשיח,כונן אופטי,גודל מסך,רזולוציית מסך,סוג מסך,קצב רענון תצוגה,מסך מגע,כרטיס מסך,אמצעי אבטחה,מצלמת רשת,חיבורים,רשת אלחוטית,מודם סלולארי,Page Number,מחיר,תוספת מחיר
Lenovo,2021,0,Windows 10 PRO,2.07,ThinkPad P15v,Intel Core i7,32.0,2300.0,11800H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,60.0,1,NVIDIA RTX A2000,מצלמת IR,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,65.0,0.3568859828361259,0
Lenovo,2021,0,Windows  10,1.9,IdeaPad 5 Pro,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,1000,SSD,0,16.0,0.3730800576766347,IPS,60.0,0,NVIDIA GeForce MX450,מצלמת IR,1 מגה פיקסל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,65.0,0.17928075194115242,0
Huawei,2021,0,Windows  10,1.38,Matebook,AMD Ryzen 7,8.0,2300.0,3700U,2.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,AMD Radeon Rx VEGA 10,קורא טביעות אצבע,1 מגה פיקסל,"HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac",0,65.0,0.10578259092766654,0
Lenovo,2021,0,Windows 10 PRO,2.07,ThinkPad P15v,Intel Core i7,32.0,2300.0,11800H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,60.0,1,NVIDIA T1200,"מצלמת IR , קורא טביעות אצבע",1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,65.0,0.3001225991009399,0
Asus,2021,0,Windows  10,1.7,לא רלוונטי,Intel Core i3,8.0,1200.0,1005G1,10.0,4.0,512,SSD,0,15.6,0.0,LCD,60.0,0,Intel UHD Graphics,לא כולל,כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,65.0,0.052819779321618306,0
HP,2020,1,ללא,2.32,Omen,Intel Core i7,16.0,2600.0,10750H,10.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,144.0,0,NVIDIA GeForce GTX1660,לא כולל,כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , Bluetooth , USB","802.11b , 802.11g , 802.11n , 802.11ac",0,65.0,0.2103391908459338,0
Asus,2022,0,Windows 11 Pro,1.45,ExpertBook B1,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"VGA , RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,65.0,0.13479771148344913,0
Lenovo,2021,0,ללא,1.7,IdeaPad 3,Intel Core i5,8.0,1600.0,10210U,10.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX130‎,לא כולל,0.3 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,65.0,0.05713118103800572,0
Lenovo,2021,0,Windows  10,1.85,IdeaPad 3,Intel Core i3,8.0,1200.0,1005G1,10.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Integrated Intel UHD Graphics,לא כולל,כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,0,65.0,0.05308541070698815,0
Asus,2021,0,ללא,1.4,לא רלוונטי,AMD Ryzen 3,8.0,2600.0,3250U,2.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,AMD Radeon Graphics,לא כולל,כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,65.0,0.05308541070698815,0
Lenovo,2021,0,ללא,1.4,ThinkBook 14,Intel Core i3,8.0,3000.0,1115G4,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,65.0,0.0574989783408255,0
Asus,2021,1,Windows  10,2.0,TUF Dash,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,240.0,0,NVIDIA GeForce RTX 3060,לא כולל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,65.0,0.20856150388230485,0
Lenovo,2022,0,ללא,1.65,IdeaPad 3,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,1256,SSD+5400RPM,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce MX450,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,65.0,0.09503473641193298,0
Dell,2021,0,Windows 10 PRO,1.64,Vostro 5502,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , Bluetooth , USB",כולל,0,65.0,0.11326113608500205,0
Lenovo,2022,0,ללא,1.38,IdeaPad 5 Pro,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,14.0,0.5063005454203499,IPS,90.0,0,Integrated Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,66.0,0.13712709440130771,0
Dell,2021,0,Windows  10,1.59,Vostro 3400,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Card Reader , HDMI , Bluetooth , USB",כולל,0,66.0,0.09955046996322027,0
Asus,2022,0,Windows 10 PRO,1.45,ExpertBook B1,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"VGA , RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,66.0,0.09775234981610136,0
HP,2022,0,Windows 11 Pro,1.13,EliteBook 840,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,66.0,0.22879035553739271,0
Lenovo,2021,0,Windows 10 PRO,1.31,ThinkPad X13,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,13.3,0.15365807786345684,IPS,60.0,0,Integrated Intel Iris Xe Graphics,מצלמת IR,כולל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,66.0,0.23594196975888843,0
Asus,2021,0,ללא,0.93,ZenBook 14,Intel Core i3,8.0,3000.0,1115G4,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics,מצלמת IR,כולל,"Thunderbolt , Card Reader , HDMI , Bluetooth",802.11ax,0,66.0,0.07758479771148345,0
Lenovo,2020,0,Windows  10,1.69,ThinkPad,Intel Core i5,16.0,1600.0,10210U,10.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Intel HD Graphics 620,קורא טביעות אצבע,כולל,"RJ-45 , USB-C , HDMI , USB",כולל,0,66.0,0.11029832447895382,0
Asus,2021,0,ללא,1.76,לא רלוונטי,Intel Core i5,8.0,1600.0,8265U,8.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics 620,קורא טביעות אצבע,1 מגה פיקסל,"VGA , RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,66.0,0.06371066612178178,0
Lenovo,2021,0,Windows  10,1.65,IdeaPad 3,Intel Core i3,8.0,3000.0,1115G4,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Integrated Intel UHD Graphics,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,66.0,0.057172047404985694,0
Huawei,2022,0,Windows  10,1.43,Matebook 14s,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,1000,SSD,0,14.2,0.38992853112657516,LCD,90.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,כולל,"Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,66.0,0.2455251328156927,0
Dell,2021,0,ללא,2.57,G15,Intel Core i7,16.0,2300.0,11800H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,LED,165.0,0,NVIDIA GeForce RTX 3060,לא כולל,1 מגה פיקסל,"RJ-45 , Bluetooth , USB",WiFi 6,0,66.0,0.21181038005721292,0
Dell,2021,0,ללא,1.78,Vostro,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Card Reader , HDMI , Bluetooth , USB",כולל,0,66.0,0.08120147118921128,0
Lenovo,2021,0,Windows 11 Home,2.2,IdeaPad L3,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,512,SSD,1,15.6,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","802.11ac , 802.11ax",0,66.0,0.10700858193706579,0
Asus,2021,0,ללא,1.35,VivoBook 14,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,66.0,0.06736820596648958,0
Dell,2021,0,Windows 10 PRO,1.59,Vostro 3400,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , HDMI , Bluetooth , USB",802.11ac,0,66.0,0.10126685737637924,0
Lenovo,2021,0,Windows 10 PRO,1.2,ThinkPad X13 Yoga,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,13.3,0.15365807786345684,IPS,60.0,1,Integrated Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,66.0,0.22809562729873314,750
Dell,2021,0,ללא,1.64,Vostro 5502,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,67.0,0.07672660400490397,0
HP,2021,0,Windows 10 PRO,2.34,ZBook Fury,Intel Core i7,32.0,2300.0,11800H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA RTX A2000,מצלמת IR,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,67.0,0.3818144666939109,0
Dell,2021,0,Windows 10 PRO,1.44,Vostro 5410,Intel Core i5,8.0,3100.0,11300H,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,67.0,0.1203514507560278,0
Acer,2021,0,Windows  10,1.05,Swift 5,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,1,Intel Iris Xe Graphics,קורא טביעות אצבע,לא כולל,"DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB","802.11a , 802.11g , 802.11n , 802.11ac , 802.11ax",0,67.0,0.1469758888434818,0
Lenovo,2021,0,Windows  10,1.65,IdeaPad 3,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Integrated graphics,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,67.0,0.07985288107887209,0
Asus,2021,0,Windows 10 PRO,1.3,לא רלוונטי,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,13.3,0.1254466804589054,LCD,60.0,1,Intel Iris Xe Graphics,מצלמת IR,כולל,"Thunderbolt , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,67.0,0.24828361258684103,0
HP,2020,0,Windows 10 PRO,2.42,ZBook,Intel Core i7,16.0,2600.0,10750H,10.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA Quadro T2000,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,67.0,0.3148344912137311,0
Asus,2021,0,ללא,1.5,ExpertBook,Intel Core i5,8.0,1600.0,10210U,10.0,4.0,256,SSD,0,14.0,0.0,LCD,60.0,0,Intel UHD Graphics,קורא טביעות אצבע,1 מגה פיקסל,"VGA , RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,67.0,0.06636697997548018,0
Asus,2021,0,ללא,1.5,לא רלוונטי,Intel Core i5,8.0,3600.0,1035G1,10.0,4.0,256,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics,לא כולל,כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,67.0,0.06299550469963221,0
Asus,2021,0,Windows 10 PRO,1.48,לא רלוונטי,Intel Core i5,8.0,1600.0,10210U,10.0,4.0,256,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics 620,לא כולל,1 מגה פיקסל,"VGA , RJ-45 , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,0,67.0,0.08005721291377196,0
HP,2022,0,Windows 10 PRO,1.17,Elite x2,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,13.3,0.1254466804589054,LCD,60.0,1,Intel UHD Graphics,לא כולל,כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB",כולל,0,67.0,0.2891295463833265,0
Asus,2022,0,Windows 11 Home,1.95,Vivobook Pro 16X,Intel Core i7,32.0,3300.0,11370H,11.0,4.0,1000,SSD,0,16.0,1.0,OLED,60.0,0,NVIDIA GeForce RTX 3050,קורא טביעות אצבע,1 מגה פיקסל,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,67.0,0.3117695136902329,0
Dell,2021,0,Windows 10 PRO,2.01,XPS 15,Intel Core i9,32.0,2500.0,11900H,11.0,4.0,1000,SSD,0,15.6,0.7855933797254091,OLED,60.0,1,NVIDIA GeForce RTX 3050 Ti,קורא טביעות אצבע,1 מגה פיקסל,Bluetooth,WiFi 6,0,68.0,0.5449325704944831,0
Dell,2021,0,Windows 10 PRO,1.64,Vostro 5502,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,68.0,0.10823457294646506,0
Dell,2020,0,Windows  10,1.58,Vostro 3401,Intel Core i3,8.0,1200.0,1005G1,10.0,4.0,256,SSD,0,14.0,0.1254466804589054,LED,60.0,0,Intel UHD Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,0,68.0,0.06941152431548836,0
HP,2022,0,Windows 11 Pro,1.24,ElitBook 830,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,13.3,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,68.0,0.20837760523089496,0
Dell,2021,0,Windows  10,1.57,Inspiron 5502,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LED,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,68.0,0.11722517368205966,0
Dell,2021,0,Windows 10 PRO,1.33,Latitude 7420,Intel Core i7,16.0,3000.0,1185G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,כולל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,68.0,0.24125459746628525,0
Lenovo,2021,0,Windows 10 PRO,0.93,ThinkPad X1,Intel Core i5,16.0,4000.0,1130G7,11.0,4.0,512,SSD,0,13.0,0.2285946022192966,IPS,60.0,0,Integrated Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth",802.11ax,0,68.0,0.30890886800163464,0
Lenovo,2021,0,Windows  10,1.66,IdeaPad 5,Intel Core i7,8.0,1300.0,1065G7,10.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce MX350,לא כולל,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,68.0,0.11389456477319167,0
Lenovo,2021,0,Windows  10,1.38,IdeaPad 5,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,68.0,0.11150388230486309,0
HP,2022,1,Windows  10,2.31,Omen,AMD Ryzen 7,32.0,3200.0,5800H,4.0,4.0,1000,SSD,0,16.1,0.1254466804589054,IPS,144.0,0,AMD Radeon RX 6600M,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,68.0,0.2363506334286882,0
Lenovo,2021,0,Windows 10 PRO,2.07,ThinkPad P15v,Intel Core i7,16.0,2300.0,11800H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA T1200,"מצלמת IR , קורא טביעות אצבע",1 מגה פיקסל,"RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,68.0,0.2793011851246424,0
Lenovo,2020,0,Windows 10 s,0.6,IdeaPad Duet 3,Intel Celeron,4.0,1100.0,N4020,4.0,4.0,64,eMMC,0,10.3,0.15365807786345684,IPS,60.0,1,Integrated Intel UHD GRAPHICS 600,לא כולל,כולל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth",802.11ac,0,68.0,0.03555373927257867,0
Lenovo,2021,0,ללא,1.66,IdeaPad 5,Intel Core i3,4.0,3000.0,1115G4,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Integrated Intel UHD Graphics,לא כולל,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,68.0,0.027707396812423377,0
Dell,2021,0,Windows  10,1.42,Inspiron 5402,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,68.0,0.11418062934205149,0
HP,2021,0,Windows 10 PRO,2.42,ZBook Fury,Intel Core i7,16.0,2600.0,10750H,10.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA Quadro T1000,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,68.0,0.29174499387004493,0
Lenovo,2021,0,Windows  10,1.8,Flex 5,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,68.0,0.14090723334695546,750
Lenovo,2021,0,Windows  10,1.43,Yoga 7,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,0,69.0,0.12989374744585205,750
Acer,2020,0,ללא,1.9,Aspire,Intel Core i3,8.0,3000.0,1115G4,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , USB","802.11a , 802.11g , 802.11n , 802.11ac , 802.11ax",0,69.0,0.03265222721700041,0
Asus,2021,0,Windows 11 Home,1.6,לא רלוונטי,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,69.0,0.07084184715978749,0
Dell,2021,0,ללא,1.42,Inspiron 5402,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LED,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,69.0,0.0840008173273396,0
Lenovo,2022,0,Windows 11 Home,1.38,IdeaPad 5 Pro,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,14.0,0.5063005454203499,IPS,90.0,0,Integrated Intel Iris Xe Graphics,מצלמת IR,כולל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,69.0,0.15306497752349815,0
Lenovo,2021,0,Windows 10 PRO,1.13,ThinkPad X1 Carbon,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.15365807786345684,IPS,60.0,0,Integrated Intel Iris Xe Graphics,"מצלמת IR , קורא טביעות אצבע",1 מגה פיקסל,"RJ-45 , USB-C , HDMI , Bluetooth , USB",802.11ax,1,69.0,0.24397221087045362,0
Dell,2020,0,Windows  10,1.55,Inspiron 14,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,1,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,69.0,0.12047404985696772,750
Asus,2021,0,ללא,2.0,TUF Dash,Intel Core i7,16.0,3000.0,11370H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,240.0,0,NVIDIA GeForce RTX 3060,לא כולל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,69.0,0.2359828361258684,0
Lenovo,2022,0,Windows 11 Home,1.29,Yoga Slim 9,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.8871544103817942,IPS,60.0,1,Integrated Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth","WiFi 6 , 802.11ax",0,69.0,0.30145075602778915,0
Lenovo,2021,0,ללא,2.2,IdeaPad L3,Intel Core i3,8.0,3000.0,1115G4,11.0,4.0,256,SSD,1,15.6,0.1254466804589054,IPS,60.0,0,Integrated Intel UHD Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,69.0,0.04327748263179403,0
Lenovo,2022,1,Windows 11 Home,2.5,Legion 7,Intel Core i7,32.0,2300.0,11800H,11.0,4.0,1000,SSD,0,16.0,0.3730800576766347,IPS,165.0,0,NVIDIA GeForce RTX 3060,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,69.0,0.3614425827543931,0
Dell,2021,0,Windows 10 PRO,2.45,Precision 7560,Intel Core i7,32.0,2300.0,11800H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA RTX A3000,לא כולל,כולל,"RJ-45 , DisplayPort , Card Reader , HDMI , Bluetooth , USB",WiFi 6,0,70.0,0.44885574172456066,0
Lenovo,2021,0,Windows  10,1.8,IdeaPad Flex 5,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,Bluetooth,802.11ax,0,70.0,0.1205149162239477,750
Lenovo,2022,0,ללא,1.65,IdeaPad 3,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX350,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,70.0,0.07351859419697589,0
