יצרן,תאריך כניסה לזאפ,התאמה לגיימינג,מערכת הפעלה,משקל,סדרה,סוג מעבד,נפח זיכרון RAM,מהירות מעבד,דגם מעבד,דור מעבד,סוג הזכרון,כונן קשיח,מהירות כונן קשיח,כונן אופטי,גודל מסך,רזולוציית מסך,סוג מסך,קצב רענון תצוגה,מסך מגע,כרטיס מסך,אמצעי אבטחה,מצלמת רשת,חיבורים,רשת אלחוטית,מודם סלולארי,Page Number,מחיר,תוספת מחיר
Lenovo,2021,1,ללא,2.25,IdeaPad Gaming 3,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,120.0,0,NVIDIA GeForce RTX 3050,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,26.0,0.1556804250102166,0
HP,2021,0,Windows  10,1.82,ENVY x360,AMD Ryzen5,16.0,2100.0,5500U,4.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,AMD Radeon,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , USB",כולל,0,26.0,0.13361258684102983,0
Asus,2022,0,ללא,1.17,ZenBook 14,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,מצלמת IR,כולל,"Thunderbolt , Card Reader , Bluetooth , USB","WiFi 6 , 802.11ax",0,26.0,0.10735594605639559,0
Dell,2022,0,Windows 11 Pro,1.79,Latitude 5521,Intel Core i7,16.0,2500.0,11850H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX450,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,0,26.0,0.2374948917041275,0
Lenovo,2020,0,Windows 10 PRO,1.4,ThinkBook Plus,Intel Core i5,8.0,1600.0,10210U,10.0,4.0,512,SSD,0,13.3,0.1254466804589054,LCD,60.0,1,Integrated Intel UHD Graphics,קורא טביעות אצבע,1 מגה פיקסל,Bluetooth,"WiFi 6 , 802.11ax",0,26.0,0.18504290968532897,750
Lenovo,2022,0,Windows 11 Home,1.38,IdeaPad 5 Pro,AMD Ryzen 7,16.0,1900.0,5800U,4.0,4.0,512,SSD,0,14.0,0.2555325684910037,IPS,60.0,1,Integrated AMD Radeon Graphics,מצלמת IR,כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,26.0,0.1321618308132407,0
Huawei,2022,0,Windows  10,1.38,Matebook D14,Intel Core i5,8.0,1600.0,10210U,10.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics 620,קורא טביעות אצבע,כולל,"אוזניות/מיקרופון , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11n , 802.11ac",0,26.0,0.09595422966898243,0
Lenovo,2021,0,Windows  10,1.5,Flex 5,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,26.0,0.11642827952595014,750
Lenovo,2021,1,Windows 11 Home,2.25,IdeaPad Gaming 3,Intel Core i5,16.0,3100.0,11300H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce GTX 1650,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,26.0,0.13970167552104618,0
Lenovo,2022,1,Windows 11 Home,2.25,IdeaPad Gaming 3,Intel Core i5,16.0,3100.0,11300H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,120.0,0,NVIDIA GeForce RTX 3050,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,26.0,0.15378013894564774,0
Lenovo,2021,1,ללא,2.5,Legion 7,Intel Core i7,32.0,2300.0,11800H,11.0,4.0,1000,SSD,0,16.0,0.3730800576766347,IPS,165.0,0,NVIDIA GeForce RTX 3080,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,0,26.0,0.43590110339190846,0
Lenovo,2021,1,ללא,2.3,Legion 5 Pro,Intel Core i7,16.0,2300.0,11800H,11.0,4.0,512,SSD,0,16.0,0.3730800576766347,IPS,165.0,0,NVIDIA GeForce RTX 3050,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,26.0,0.20572129137719658,0
Lenovo,2021,0,ללא,1.5,IdeaPad 5,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,1000,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Card Reader , USB-C , HDMI , Bluetooth , USB",802.11ax,0,27.0,0.09840621168778095,0
Asus,2021,0,ללא,1.8,לא רלוונטי,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LED,60.0,0,Intel Iris Xe Graphics,לא כולל,כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,27.0,0.08669799754801798,0
Asus,2022,0,Windows 11 Home,1.6,לא רלוונטי,Intel Core i3,8.0,3000.0,1115G4,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics,לא כולל,כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,27.0,0.05408663669799755,0
Lenovo,2021,0,Windows 10 PRO,1.46,ThinkPad P14s,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,NVIDIA Quadro T500,"מצלמת IR , קורא טביעות אצבע",1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,27.0,0.24156109521863506,0
HP,2021,0,Windows  10,1.32,EliteBook 840,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,27.0,0.20756027789129547,0
Asus,2021,0,Windows 10 PRO,1.2,ExpertBook B5,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,13.3,0.1254466804589054,LCD,60.0,1,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth",802.11ax,0,27.0,0.21812423375561912,0
HP,2021,0,Windows 10 PRO,1.7,ZBook Firefly,Intel Core i7,32.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,15.6,0.8871544103817942,IPS,60.0,0,Integrated Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"אוזניות/מיקרופון , Bluetooth , USB",WiFi 6,0,27.0,0.2941356763383735,0
Lenovo,2022,0,Windows 11 Home,1.5,IdeaPad Flex 5,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,NVIDIA GeForce MX450,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,27.0,0.1563342868818962,750
Lenovo,2021,1,Windows 11 Home,2.3,Legion 5 Pro,Intel Core i7,16.0,2300.0,11800H,11.0,4.0,1000,SSD,0,16.0,0.3730800576766347,IPS,165.0,0,NVIDIA GeForce RTX 3060,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth",802.11ax,0,27.0,0.27987331426236206,0
Lenovo,2022,1,Windows 11 Home,2.25,IdeaPad Gaming 3,Intel Core i5,16.0,3100.0,11300H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,120.0,0,NVIDIA GeForce RTX 3050,מצלמת IR,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,27.0,0.16648957907642012,0
HP,2022,0,ללא,1.38,ProBook 440,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,27.0,0.11671434409480998,0
Lenovo,2021,0,Windows 10 PRO,1.46,ThinkPad P14s,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,NVIDIA Quadro T500,"מצלמת IR , קורא טביעות אצבע",1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,27.0,0.251695954229669,0
HP,2022,0,Windows 10 PRO,2.08,לא רלוונטי,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,17.3,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce MX450,לא כולל,1 מגה פיקסל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,27.0,0.18457294646505926,0
Lenovo,2021,1,Windows 11 Home,2.25,IdeaPad Gaming 3,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,120.0,0,NVIDIA GeForce GTX 1650,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,27.0,0.15192071924805886,0
Dell,2022,0,Windows 11 Pro,1.79,Latitude 3520,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.0,LCD,60.0,0,Intel UHD Graphics,לא כולל,כולל,"Card Reader , Bluetooth","WiFi 6 , 802.11ax",0,27.0,0.10288107887208828,0
Dell,2022,0,Windows 11 Pro,1.49,Latitude 5421,Intel Core i7,16.0,2500.0,11850H,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX450,מצלמת IR,כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,27.0,0.23573763792398855,0
Dell,2021,0,ללא,1.22,Latitude 7420,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,לא כולל,"Thunderbolt , Card Reader , USB-C , HDMI , Bluetooth , USB",כולל,0,27.0,0.2228034327748263,0
Lenovo,2021,0,Windows 11 Home,1.43,Yoga 7,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,0,27.0,0.1686759297098488,0
Dell,2022,0,ללא,1.44,Inspiron 5410,Intel Core i7,16.0,3400.0,11390H,11.0,4.0,1000,SSD,0,14.0,0.1254466804589054,LED,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Card Reader , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,27.0,0.15664078463424602,0
Lenovo,2022,0,ללא,1.6,V14 ADA,Intel Core i3,4.0,3000.0,1115G4,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Integrated Intel UHD Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , USB-C , Bluetooth , USB",802.11ac,0,27.0,0.026195341234164282,0
Asus,2021,0,Windows 11 Home,1.8,לא רלוונטי,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LED,60.0,0,Intel Iris Xe Graphics,לא כולל,כולל,Bluetooth,802.11ac,0,27.0,0.08955864323661626,0
Lenovo,2022,0,Windows 11 Pro,1.26,ThinkBook 13s,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,13.3,0.15365807786345684,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,27.0,0.12384552513281569,0
Asus,2022,0,Windows 11 Home,1.4,ZenBook 14 Flip,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.5063005454203499,OLED,60.0,1,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth","WiFi 6 , 802.11ax",0,27.0,0.20206375153248876,750
Lenovo,2021,0,Windows  10,1.85,IdeaPad 3,Intel Core i3,4.0,1200.0,1005G1,10.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Integrated Intel UHD Graphics,לא כולל,כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,28.0,0.04838577850429097,0
Dell,2022,0,ללא,1.44,Vostro 5410,Intel Core i5,8.0,3200.0,11320H,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,28.0,0.11027789129546384,0
Asus,2022,0,ללא,1.6,לא רלוונטי,Intel Celeron,8.0,1100.0,N4020,4.0,4.0,256,SSD,0,14.0,0.1254466804589054,LED,60.0,0,Intel UHD Graphics 600,לא כולל,כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,28.0,0.01926849203105844,0
Dell,2022,0,Windows 11 Home,1.44,Inspiron 5410,Intel Core i5,16.0,3200.0,11320H,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LED,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Card Reader , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,28.0,0.12744176542705354,0
Asus,2021,0,ללא,1.22,VivoBook S14,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris X Graphics,לא כולל,1 מגה פיקסל,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,28.0,0.0769922353902738,0
Lenovo,2022,0,Windows 11 Pro,1.8,IdeaPad Flex 5,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,28.0,0.10545565999182673,750
Dell,2021,0,Windows 10 PRO,1.4,Latitude 5420,Intel Core i7,16.0,3000.0,1185G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics,לא כולל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,28.0,0.21203514507560278,0
Dell,2022,0,Windows 11 Pro,1.44,Vostro 5410,Intel Core i7,16.0,3400.0,11390H,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX450,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,28.0,0.17143440948099714,0
Lenovo,2022,0,Windows 11 Pro,1.26,ThinBook 13s G2 ITL,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,13.3,0.15365807786345684,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,28.0,0.0876787903555374,0
Dell,2021,0,Windows 11 Pro,1.23,XPS 13,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,13.3,0.8871544103817942,LCD,60.0,1,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",WiFi 6,0,28.0,0.2818553330608909,0
Asus,2022,0,Windows 11 Home,1.17,ZenBook 14,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,מצלמת IR,כולל,"Thunderbolt , Card Reader , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,28.0,0.1273395995096036,0
Lenovo,2021,0,Windows 10 PRO,2.87,ThinkPad P15,Intel Core i7,32.0,2500.0,11850H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA RTX A3000,מצלמת IR,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,0,28.0,0.4358806702084185,0
Asus,2022,0,ללא,1.73,ExpertBook B1,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",0,28.0,0.10711074785451573,0
Dell,2022,0,Windows 10 PRO,1.63,Vostro 5510,Intel Core i5,8.0,3200.0,11320H,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,0,28.0,0.12541888026154474,0
Lenovo,2022,0,Windows 11 Home,1.8,IdeaPad Flex 5,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,28.0,0.15931753167143442,750
Lenovo,2021,1,ללא,2.3,Legion 5 Pro,Intel Core i5,16.0,2700.0,11400H,11.0,4.0,512,SSD,0,16.0,0.3730800576766347,LCD,165.0,0,NVIDIA GeForce RTX 3050,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,28.0,0.17024928483857785,0
Lenovo,2021,1,ללא,2.25,IdeaPad Gaming 3,Intel Core i5,16.0,3100.0,11300H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce GTX 1650,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,28.0,0.12024928483857784,0
Asus,2021,0,Windows  10,1.4,לא רלוונטי,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.5063005454203499,OLED,60.0,1,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,28.0,0.15704944830404577,0
Lenovo,2022,1,Windows 11 Home,2.4,Legion 5,Intel Core i7,16.0,2300.0,11800H,11.0,4.0,512,SSD,0,15.6,0.3229264622907655,IPS,165.0,0,NVIDIA GeForce RTX 3050,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,28.0,0.19129546383326523,0
Lenovo,2022,0,Windows 11 Home,1.8,IdeaPad Flex 5,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,29.0,0.12151614221495709,750
Lenovo,2021,0,Windows  10,1.5,Flex 5,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,29.0,0.11640784634246015,750
Lenovo,2022,1,ללא,2.4,Legion 5,Intel Core i5,16.0,2600.0,11400H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce RTX 3050 Ti,לא כולל,1 מגה פיקסל,"RJ-45 , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,29.0,0.18792398855741724,0
Dell,2022,0,ללא,1.69,Vostro 3510,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Card Reader , HDMI , Bluetooth , USB",802.11ac,0,29.0,0.10480179812014712,0
Lenovo,2021,1,Windows 11 Home,2.25,IdeaPad Gaming 3,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,120.0,0,NVIDIA GeForce RTX 3050,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,29.0,0.17893338782182264,0
Acer,2021,0,Windows  10,1.19,Swift 3,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,כולל,Bluetooth,"802.11b , 802.11a , 802.11g , 802.11n , 802.11ac , 802.11ax",0,29.0,0.10635472006538618,0
Lenovo,2021,0,Windows 11 Home,1.43,YOGA 7,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,0,29.0,0.16089088680016347,750
Lenovo,2022,0,Windows 11 Home,1.41,IdeaPad 5 Pro,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.5063005454203499,IPS,90.0,0,NVIDIA GeForce MX450,מצלמת IR,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,29.0,0.16203514507560277,0
Asus,2022,0,Windows 11 Pro,1.45,ExpertBook B1,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX330,קורא טביעות אצבע,1 מגה פיקסל,"VGA , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,29.0,0.12237433592153657,0
Lenovo,2022,0,Windows 11 Home,1.41,IdeaPad 5 Pro,AMD Ryzen 7,16.0,1900.0,5800U,4.0,4.0,1000,SSD,0,14.0,0.2555325684910037,IPS,60.0,1,NVIDIA GeForce MX450,מצלמת IR,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,29.0,0.15931753167143442,0
Lenovo,2021,1,ללא,2.3,Legion 5 Pro,Intel Core i7,16.0,2300.0,11800H,11.0,4.0,1000,SSD,0,16.0,0.3730800576766347,IPS,165.0,0,NVIDIA GeForce RTX 3070,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,29.0,0.3010420923579894,0
Asus,2022,0,Windows  10,2.0,TUF Dash F15,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce RTX 3050,לא כולל,לא כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,29.0,0.17078054760931752,0
Dell,2022,0,Windows 11 Home,1.69,Vostro 3510,Intel Core i5,8.0,4200.0,1035G1,10.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel UHD Graphics,לא כולל,1 מגה פיקסל,"RJ-45 , Card Reader , HDMI , Bluetooth , USB",802.11ac,0,29.0,0.07903555373927258,0
Lenovo,2022,0,Windows 11 Home,1.8,IdeaPad Flex 5,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,29.0,0.12662443808745402,750
Lenovo,2020,0,Windows  10,1.7,IdeaPad 3,Intel Pentium Gold,4.0,2400.0,6405U,6.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Integrated Intel UHD Graphics,לא כולל,כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,29.0,0.028953821005312626,0
Asus,2021,0,ללא,1.6,לא רלוונטי,Intel Core i3,8.0,2100.0,10110U,10.0,4.0,256,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel HD Graphics 520,לא כולל,כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,29.0,0.03408255006129955,0
Lenovo,2021,0,Windows 10 PRO,1.4,Yoga 7,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated graphics,קורא טביעות אצבע,1 מגה פיקסל,"Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,0,29.0,0.16256640784634246,750
Asus,2021,0,Windows  10,1.3,לא רלוונטי,Intel Celeron,4.0,1100.0,N4020,4.0,4.0,64,eMMC,0,14.0,0.1254466804589054,LED,60.0,0,Intel UHD Graphics 600,לא כולל,כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,29.0,0.024254188802615446,0
