Brand,Zap Enter Date,Gaming Compability,Operating System,Two in One,Weight,Series,CPU type,RAM Capacity,CPU speed,CPU modal,CPU generation,Hard drive capacity,Hard drive Type,Optical Drive,Screen Size,Screen Resolution,Screen Type,FPS,Touch Screen,GPU,Web camera,Secutiry,Connectors,Wifi modal,Cellular modem,Min price,Max price,Page number,Memory type
Asus,מ 2022,לא רלוונטי,ללא,ללא,"1.17 ק""ג",ZenBook 14,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,מצלמת IR,"Thunderbolt , Card Reader , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,148","3,888",26.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.79 ק""ג",Latitude 5521,Intel Core i7,16 GB,2500Mhz,11850H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"6,449","6,956",26.0,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.4 ק""ג",ThinkBook Plus,Intel Core i5,8 GB,1600Mhz,10210U,דור 10,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,כולל,Integrated Intel UHD Graphics,1 מגה פיקסל,קורא טביעות אצבע,Bluetooth,"WiFi 6 , 802.11ax",לא כולל,"4,149","6,689",26.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.38 ק""ג",IdeaPad 5 Pro,AMD Ryzen 7,16 GB,1900Mhz,5800U,דור 4,512 GB,SSD,לא כולל,14 אינטש,2240x1400,IPS,60 Hz,כולל,Integrated AMD Radeon Graphics,כולל,מצלמת IR,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,960","4,290",26.0,DDR4
Asus,מ 2022,גיימינג,ללא,ללא,"2 ק""ג",TUF Dash F15,Intel Core i5,8 GB,3100Mhz,11300H,דור 11,,,לא כולל,15.6 אינטש,1920x1080,LCD,,ללא,NVIDIA GeForce RTX 3050,,לא כולל,"DisplayPort , Thunderbolt , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,869","4,190",26.0,DDR4
Huawei,מ 2022,לא רלוונטי,Windows  10,ללא,"1.38 ק""ג",Matebook D14,Intel Core i5,8 GB,1600Mhz,10210U,דור 10,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics 620,כולל,קורא טביעות אצבע,"אוזניות/מיקרופון , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11n , 802.11ac",לא כולל,"3,088","3,390",26.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,מסך מסתובב,"1.5 ק""ג",Flex 5,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,590","3,890",26.0,DDR4
Lenovo,2021,גיימינג,Windows 11 Home,ללא,"2.25 ק""ג",IdeaPad Gaming 3,Intel Core i5,16 GB,3100Mhz,11300H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA GeForce GTX 1650,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,929","4,690",26.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows  10,ללא,"1.4 ק""ג",ThinkBook 14,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,1000+512 GB,SSD+7200RPM,לא כולל,14 אינטש,,LCD,60 Hz,ללא,INTEGRATED INTEL IRIS XE GRAPHICS,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"2,846","3,390",26.0,DDR4
Lenovo,מ 2022,גיימינג,Windows 11 Home,ללא,"2.25 ק""ג",IdeaPad Gaming 3,Intel Core i5,16 GB,3100Mhz,11300H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,268","5,040",26.0,DDR4
Lenovo,2021,גיימינג,ללא,ללא,"2.5 ק""ג",Legion 7,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3080,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,לא כולל,"10,898","12,217",26.0,DDR4
Lenovo,2021,גיימינג,ללא,ללא,"2.3 ק""ג",Legion 5 Pro,Intel Core i7,16 GB,2300MHz,11800H,דור 11,512 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"5,400","6,450",26.0,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.5 ק""ג",IdeaPad 5,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Card Reader , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,208","3,390",27.0,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.8 ק""ג",לא רלוונטי,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,735","3,290",27.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.6 ק""ג",לא רלוונטי,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,039","2,390",27.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.46 ק""ג",ThinkPad P14s,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA Quadro T500,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"6,269","7,335",27.0,DDR4
HP,2021,לא רלוונטי,Windows  10,ללא,"1.32 ק""ג",EliteBook 840,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,מצלמת IR,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"5,569","6,371",27.0,DDR4
Asus,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.2 ק""ג",ExpertBook B5,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth",802.11ax,לא כולל,"6,082","6,375",27.0,DDR4
HP,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.7 ק""ג",ZBook Firefly,Intel Core i7,32 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2160,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,מצלמת IR,"אוזניות/מיקרופון , Bluetooth , USB",WiFi 6,לא כולל,"7,287","8,890",27.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.5 ק""ג",IdeaPad Flex 5,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,NVIDIA GeForce MX450,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,489","4,944",27.0,DDR4
Lenovo,2021,גיימינג,Windows 11 Home,ללא,"2.3 ק""ג",Legion 5 Pro,Intel Core i7,16 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3060,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth",802.11ax,לא כולל,"6,990","8,489",27.0,DDR4
Lenovo,מ 2022,גיימינג,Windows 11 Home,ללא,"2.25 ק""ג",IdeaPad Gaming 3,Intel Core i5,16 GB,3100Mhz,11300H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,מצלמת IR,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,590","5,340",27.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.84 ק""ג",Precision 5560,Intel Core i7,16 GB,2300MHz,11800H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA T1200,,לא כולל,"Thunderbolt , Card Reader , USB-C , Bluetooth , USB",כולל,לא כולל,"8,891","12,985",27.0,DDR4
HP,מ 2022,לא רלוונטי,ללא,ללא,"1.38 ק""ג",ProBook 440,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"3,604","3,890",27.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.46 ק""ג",ThinkPad P14s,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA Quadro T500,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"6,210","7,890",27.0,DDR4
HP,מ 2022,לא רלוונטי,Windows 10 PRO,ללא,"2.08 ק""ג",לא רלוונטי,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"4,825","5,990",27.0,DDR4
Lenovo,2021,גיימינג,Windows 11 Home,ללא,"2.25 ק""ג",IdeaPad Gaming 3,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,NVIDIA GeForce GTX 1650,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,227","4,990",27.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.79 ק""ג",Latitude 3520,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1366x768,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"Card Reader , Bluetooth","WiFi 6 , 802.11ax",לא כולל,"3,327","3,490",27.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.49 ק""ג",Latitude 5421,Intel Core i7,16 GB,2500Mhz,11850H,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX450,כולל,מצלמת IR,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"6,429","6,890",27.0,DDR4
Dell,2021,לא רלוונטי,ללא,לא רלוונטי,"1.22 ק""ג",Latitude 7420,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,לא כולל,לא כולל,"Thunderbolt , Card Reader , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"5,143","7,543",27.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 11 Home,ללא,"1.43 ק""ג",Yoga 7,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,לא כולל,"4,249","5,788",27.0,DDR4
Dell,מ 2022,לא רלוונטי,ללא,ללא,"1.44 ק""ג",Inspiron 5410,Intel Core i7,16 GB,3400MHz,11390H,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Card Reader , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"4,558","4,890",27.0,DDR4
Lenovo,מ 2022,לא רלוונטי,ללא,ללא,"1.6 ק""ג",V14 ADA,Intel Core i3,4 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , USB-C , Bluetooth , USB",802.11ac,לא כולל,"1,474","1,590",27.0,DDR4
Asus,2021,לא רלוונטי,Windows 11 Home,ללא,"1.8 ק""ג",לא רלוונטי,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,כולל,לא כולל,Bluetooth,802.11ac,לא כולל,"2,575","3,590",27.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.26 ק""ג",ThinkBook 13s,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,894","3,949",27.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.4 ק""ג",ZenBook 14 Flip,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth","WiFi 6 , 802.11ax",לא כולל,"5,101","6,570",27.0,DDR4
HP,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.32 ק""ג",EliteBook 840,Intel Core i7,32 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris X Graphics,1 מגה פיקסל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",,לא כולל,"6,308","7,389",28.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.85 ק""ג",IdeaPad 3,Intel Core i3,4 GB,1200Mhz,1005G1,דור 10,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"1,808","2,342",28.0,DDR4
Dell,מ 2022,לא רלוונטי,ללא,ללא,"1.44 ק""ג",Vostro 5410,Intel Core i5,8 GB,3200MHz,11320H,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"3,530","3,649",28.0,DDR4
Asus,מ 2022,לא רלוונטי,ללא,ללא,"1.6 ק""ג",לא רלוונטי,Intel Celeron,8 GB,1100Mhz,N4020,דור 4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,Intel UHD Graphics 600,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,235","1,490",28.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.44 ק""ג",Inspiron 5410,Intel Core i5,16 GB,3200MHz,11320H,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Card Reader , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"3,751","4,268",28.0,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.22 ק""ג",VivoBook S14,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris X Graphics,1 מגה פיקסל,לא כולל,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"2,664","2,886",28.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,מסך מסתובב,"1.8 ק""ג",IdeaPad Flex 5,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,267","3,676",28.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.4 ק""ג",Latitude 5420,Intel Core i7,16 GB,3000Mhz,1185G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,לא כולל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"5,379","6,780",28.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.4 ק""ג",VivoBook S14,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,,"אוזניות/מיקרופון , Bluetooth , USB",802.11ax,,"3,379","3,437",28.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.44 ק""ג",Vostro 5410,Intel Core i7,16 GB,3400MHz,11390H,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"4,782","5,390",28.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.26 ק""ג",ThinBook 13s G2 ITL,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,13.3 אינטש,1920x1200,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"2,983","3,090",28.0,DDR4
Dell,2021,לא רלוונטי,Windows 11 Pro,ללא,"1.23 ק""ג",XPS 13,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,3840x2160,LCD,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",WiFi 6,לא כולל,"7,286","8,290",28.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.2 ק""ג",IdeaPad 5G,Qualcomm Snapdragon,8 GB,,,,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Qualcomm Adreno 680 GPU,1 מגה פיקסל,מצלמת IR,"DisplayPort , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ac,כולל,"4,590","5,200",28.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.17 ק""ג",ZenBook 14,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,מצלמת IR,"Thunderbolt , Card Reader , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,815","4,199",28.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.87 ק""ג",ThinkPad P15,Intel Core i7,32 GB,2500Mhz,11850H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA RTX A3000,1 מגה פיקסל,מצלמת IR,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,לא כולל,"11,024","12,090",28.0,DDR4
Asus,מ 2022,לא רלוונטי,ללא,ללא,"1.73 ק""ג",ExpertBook B1,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,425","3,599",28.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 10 PRO,ללא,"1.63 ק""ג",Vostro 5510,Intel Core i5,8 GB,3200MHz,11320H,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"3,730","4,190",28.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.8 ק""ג",IdeaPad Flex 5,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,639","4,940",28.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,מתקפל,"0.99 ק""ג",ThinkPad X1,Intel Core i5,8 GB,3000Mhz,L16G7,,512 GB,SSD,לא כולל,13.3 אינטש,2048X1536,OLED,60 Hz,כולל,Integrated Intel UHD Graphics,כולל,מצלמת IR,"USB-C , Bluetooth , USB",802.11ax,לא כולל,"7,444","13,977",28.0,DDR4
Lenovo,2021,גיימינג,ללא,ללא,"2.3 ק""ג",Legion 5 Pro,Intel Core i5,16 GB,2700MHz,11400H,דור 11,512 GB,SSD,לא כולל,16 אינטש,2560x1600,LCD,165 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,877","5,237",28.0,DDR4
Lenovo,2021,גיימינג,ללא,ללא,"2.25 ק""ג",IdeaPad Gaming 3,Intel Core i5,16 GB,3100Mhz,11300H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA GeForce GTX 1650,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,377","4,290",28.0,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.4 ק""ג",לא רלוונטי,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,478","4,990",28.0,DDR4
Lenovo,מ 2022,גיימינג,Windows 11 Home,ללא,"2.4 ק""ג",Legion 5,Intel Core i7,16 GB,2300MHz,11800H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,2560x1440,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"5,379","5,765",28.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.8 ק""ג",IdeaPad Flex 5,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,789","3,940",29.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,מסך מסתובב,"1.5 ק""ג",Flex 5,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,589","3,890",29.0,DDR4
