Brand,Zap Enter Date,Gaming Compability,Operating System,Two in One,Weight,Series,CPU type,RAM Capacity,CPU speed,CPU modal,CPU generation,Hard drive capacity,Hard drive Type,Optical Drive,Screen Size,Screen Resolution,Screen Type,FPS,Touch Screen,GPU,Web camera,Secutiry,Connectors,Wifi modal,Cellular modem,Min price,Max price,Page number,Memory type
Lenovo,מ 2022,גיימינג,Windows 11 Home,ללא,"1.9 ק""ג",Legion S7,AMD Ryzen 7,32 GB,3200MHz,5800H,דור 4,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2160,IPS,60 Hz,ללא,NVIDIA GeForce RTX 3060,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"8,482","10,090",62.0,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.4 ק""ג",ExpertBook,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,256 GB,SSD,לא כולל,14 אינטש,1366x768,LCD,60 Hz,ללא,Intel HD Graphics 520,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,985","1,990",62.0,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.7 ק""ג",VivoBook 15,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"2,889","2,890",62.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"0.59 ק""ג",IdeaPad Duet 3,Intel Celeron,4 GB,1100Mhz,N4020,דור 4,64 GB,eMMC,לא כולל,10.3 אינטש,1920x1200,IPS,60 Hz,כולל,Integrated Intel UHD GRAPHICS 600,כולל,לא כולל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth",802.11ac,לא כולל,"1,989","1,990",62.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 10 PRO,ללא,"1.79 ק""ג",Latitude 5521,Intel Core i7,16 GB,2500Mhz,11850H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX450,2 מגה פיקסל,מצלמת IR,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"6,090","6,537",62.0,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.5 ק""ג",IdeaPad 5,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Card Reader , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,290","2,290",62.0,DDR4
HP,2021,לא רלוונטי,Windows  10,לא רלוונטי,"1.69 ק""ג",לא רלוונטי,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",כולל,לא כולל,"2,898","2,999",62.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.52 ק""ג",Latitude 3420,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,Intel UHD Graphics,כולל,לא כולל,"RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,899","5,069",62.0,DDR4
HP,2021,לא רלוונטי,Windows  10,ללא,"1.69 ק""ג",,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Intel Iris Xe Graphics,כולל,,"USB-C , HDMI , USB",כולל,לא כולל,"2,499","2,499",62.0,DDR4
HP,2020,לא רלוונטי,Windows  10,ללא,"1.75 ק""ג",,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"RJ-45 , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"1,999","2,350",62.0,DDR4
Dell,2021,לא רלוונטי,Windows  10,ללא,"1.64 ק""ג",Vostro 5502,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"2,900","3,490",63.0,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.3 ק""ג",לא רלוונטי,Intel Celeron,4 GB,1100Mhz,N3350,דור 3,64 GB,eMMC,לא כולל,14 אינטש,1366x768,LED,60 Hz,ללא,Intel HD Graphics 500,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,005","1,005",63.0,DDR3
Dell,מ 2022,לא רלוונטי,ללא,ללא,"1.44 ק""ג",Vostro 5410,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"3,916","4,090",63.0,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.69 ק""ג",ThinkPad P1,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA Quadro T1000 Max Q,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"8,937","9,600",63.0,DDR4
Acer,2021,לא רלוונטי,Windows  10,ללא,"1.05 ק""ג",Swift 5,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,NVIDIA GeForce MX350,לא כולל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac",לא כולל,"5,246","5,867",63.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.32 ק""ג",Yoga 6,AMD Ryzen 5,8 GB,2100Mhz,5500U,דור 4,256 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated AMD Radeon Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , אוזניות/מיקרופון , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,060","4,060",63.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.37 ק""ג",Latitude 5420,Intel Core i7,16 GB,3000Mhz,1185G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,מצלמת IR,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"6,077","6,490",63.0,DDR4
Dell,2021,לא רלוונטי,Windows  10,ללא,"1.42 ק""ג",Inspiron 5402,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX330,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"3,385","3,979",63.0,DDR4
Asus,מ 2022,לא רלוונטי,ללא,ללא,"1.17 ק""ג",ZenBook 14,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,,LCD,60 Hz,ללא,Intel Iris Xe Graphics,לא כולל,מצלמת IR,"Thunderbolt , Card Reader , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"5,187","5,190",63.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.4 ק""ג",ThinkBook 14 G2,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,987","3,990",63.0,DDR4
Dell,2021,לא רלוונטי,ללא,ללא,"1.84 ק""ג",Vostro 3501,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,987","1,988",63.0,DDR4
HP,2020,לא רלוונטי,ללא,ללא,"1.75 ק""ג",,Intel Core i5,8 GB,,1035G1,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,,ללא,NVIDIA GeForce MX130‎,כולל,לא כולל,"RJ-45 , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"2,989","3,359",63.0,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.8 ק""ג",לא רלוונטי,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1366x768,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,989","1,990",63.0,DDR4
Asus,מ 2022,לא רלוונטי,ללא,ללא,"1.2 ק""ג",ExpertBook B5,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,990","4,990",63.0,DDR4
Lenovo,2021,גיימינג,ללא,ללא,"2.25 ק""ג",IdeaPad Gaming 3,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,NVIDIA GeForce RTX 3050 Ti,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,990","5,490",63.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,מסך מסתובב,"1.5 ק""ג",Flex 5,Intel Core i3,4 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,Integrated graphics,1 מגה פיקסל,קורא טביעות אצבע,"Bluetooth , USB",802.11ax,לא כולל,"2,997","3,000",63.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.78 ק""ג",vostro 3500,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,998","3,090",63.0,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.4 ק""ג",VivoBook 14,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,512 GB,SSD,לא כולל,14 אינטש,1366x768,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,124","2,881",63.0,DDR4
HP,2021,לא רלוונטי,ללא,ללא,"2.53 ק""ג",לא רלוונטי,Intel Core i3,8 GB,2000Mhz,1125G4,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac",לא כולל,"2,138","2,138",63.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,1000+256 GB,5400+SSD,לא כולל,15.6 אינטש,,LCD,60 Hz,ללא,Integrated graphics,כולל,לא כולל,"USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"2,740","2,890",63.0,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.45 ק""ג",VivoBook Pro,Intel Core i5,8 GB,3100Mhz,11300H,דור 11,512 GB,SSD,לא כולל,14 אינטש,2880X1800,LCD,60 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,קורא טביעות אצבע,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,354","4,590",64.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,מסך נשלף,"0.34 ק""ג",ThinkPad X12,Intel Core i5,16 GB,4000Mhz,1130G7,דור 11,512 GB,SSD,לא כולל,12.3 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,כולל,מצלמת IR,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,לא כולל,"7,163","7,199",64.0,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.5 ק""ג",לא רלוונטי,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"3,065","3,090",64.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"2.0 ק""ג",TUF Dash F15,Intel Core i7,32 GB,3300Mhz,11370H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce RTX 3060,,לא כולל,"RJ-45 , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"6,679","6,742",64.0,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.7 ק""ג",לא רלוונטי,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1366x768,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,079","2,209",64.0,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.36 ק""ג",Yoga Slim,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,מצלמת IR,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth",802.11ax,לא כולל,"4,280","4,439",64.0,DDR4
Asus,2021,לא רלוונטי,Windows 11 Home,ללא,"1.4 ק""ג",לא רלוונטי,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,287","3,300",64.0,DDR4
HP,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.35 ק""ג",ZBook Fury,Intel Core i9,32 GB,2500Mhz,11900H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,מצלמת IR,"RJ-45 , Card Reader , אוזניות/מיקרופון , Bluetooth , USB",WiFi 6,לא כולל,"12,089","14,290",64.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"0.79 ק""ג",Yoga Duet 7,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,13 אינטש,2160x1350,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,כולל,מצלמת IR,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,לא כולל,"5,089","5,980",64.0,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.5 ק""ג",לא רלוונטי,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"3,489","3,490",64.0,DDR4
Lenovo,2021,גיימינג,ללא,ללא,"2.3 ק""ג",Legion 5 Pro,Intel Core i7,16 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3060,1 מגה פיקסל,לא כולל,Bluetooth,802.11ax,לא כולל,"7,290","7,990",64.0,DDR4
Asus,מ 2022,גיימינג,ללא,ללא,"2.0 ק""ג",TUF Dash F15,Intel Core i5,16 GB,3100Mhz,11300H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,144 Hz,ללא,NVIDIA GeForce RTX 3050,,לא כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,190","4,190",64.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"2.1 ק""ג",IdeaPad 3,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,190","3,190",64.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,מסך מסתובב,"1.5 ק""ג",IdeaPad Flex 5,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,090","3,390",64.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.59 ק""ג",Vostro 3400,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , HDMI , Bluetooth , USB",802.11ac,לא כולל,"3,090","3,090",64.0,DDR4
Dell,מ 2022,לא רלוונטי,ללא,ללא,"1.59 ק""ג",Vostro 3400,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,090","2,090",64.0,DDR4
Dell,2020,לא רלוונטי,Windows  10,ללא,"1.48 ק""ג",Latitude,Intel Core i5,8 GB,1600Mhz,10210U,דור 10,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,Intel HD Graphics 620,כולל,לא כולל,"RJ-45 , Card Reader , USB-C , HDMI , USB",802.11ac,לא כולל,"3,999","4,349",64.0,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.7 ק""ג",IdeaPad 3,Intel Core i5,8 GB,1600Mhz,10210U,דור 10,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX130‎,0.3 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,299","2,338",64.0,DDR4
HP,2020,לא רלוונטי,ללא,ללא,"1.78 ק""ג",,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,256 GB,SSD,כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"HDMI , USB",כולל,לא כולל,"2,099","2,490",64.0,DDR4
Lenovo,2020,לא רלוונטי,ללא,ללא,"1.5 ק""ג",IdeaPad 5,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Intel Iris Plus Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,516","2,899",64.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.8 ק""ג",Flex 5,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"5,129","5,590",64.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.38 ק""ג",IdeaPad 5 Pro,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,90 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,מצלמת IR,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,133","4,140",64.0,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.66 ק""ג",IdeaPad 5,Intel Core i5,8 GB,3200MHz,1035G1,דור 10,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA GeForce MX330,1 מגה פיקסל,לא כולל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,539","2,539",65.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.44 ק""ג",Vostro 5410,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,,"RJ-45 , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"4,342","5,690",65.0,DDR4
Lenovo,2021,גיימינג,Windows 11 Home,ללא,"2.5 ק""ג",Legion 7,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3080,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"11,343","14,593",65.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.13 ק""ג",ThinkPad X1 Carbon,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"8,150","8,875",65.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.07 ק""ג",ThinkPad P15v,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,NVIDIA RTX A2000,1 מגה פיקסל,מצלמת IR,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"9,165","10,083",65.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,ללא,"1.9 ק""ג",IdeaPad 5 Pro,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,60 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,מצלמת IR,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,266","6,290",65.0,DDR4
Huawei,2021,לא רלוונטי,Windows  10,ללא,"1.38 ק""ג",Matebook,AMD Ryzen 7,8 GB,2300MHz,3700U,דור 2,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,AMD Radeon Rx VEGA 10,1 מגה פיקסל,קורא טביעות אצבע,"HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac",לא כולל,"3,469","3,490",65.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.07 ק""ג",ThinkPad P15v,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,NVIDIA T1200,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"8,170","8,300",65.0,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.7 ק""ג",לא רלוונטי,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1366x768,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,183","2,184",65.0,DDR4
HP,2020,גיימינג,ללא,ללא,"2.32 ק""ג",Omen,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,144 Hz,ללא,NVIDIA GeForce GTX1660,כולל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , Bluetooth , USB","802.11b , 802.11g , 802.11n , 802.11ac",לא כולל,"5,786","6,290",65.0,DDR4
